Company,Last day Open,Begin day Close,Last day Close,Average Price,Average Performance,Volume,Average Volume,Quarter High,Quarter Low,Performance 2023Q1,Performance 2023Q2,Relative 2023Q2,zip,sector,fullTimeEmployees,city,phone,state,country,industry,profitMargins,revenueGrowth,recommendationKey,totalCashPerShare,exchange
TTC,107.09285036668588,110.70173645019533,108.71636199951172,108.87820533014113,-0.05188188124281844,574400,701122.5806451613,115.07347885387487,102.18320688485684,-1.8145534382528223,-10.73399961786728,-19.15664466689301,55420-1196,Industrials,10706.0,Bloomington,952 888 8801,MN,United States,Tools & Accessories,0.08891,0.069,hold,2.155,NYQ
TTEK,28.835413421017694,27.98844146728516,28.772741317749023,28.271206855773926,0.051099197440704146,967500,1376306.4516129033,31.205164971152797,25.675138691675397,-4.173515552267102,9.919697228843347,1.4970521798176204,91107-6024,Industrials,28000.0,Pasadena,626 351 4664,CA,United States,Engineering & Construction,0.06869,0.124,buy,0.793,NMS
TTWO,117.06999969482422,103.11000061035156,119.3000030517578,111.52838651595577,0.22902927891008507,1436200,1772754.8387096773,120.04000091552734,101.52999877929688,7.426504199449821,24.654041740437677,16.231396691411945,10036,Communication Services,12371.0,New York,646 536 2842,NY,United States,Electronic Gaming & Multimedia,-0.66375,0.041,buy,5.008,NMS
TVC,21.850000381469727,22.32999992370605,21.61000061035156,21.797903183967836,-0.04472791136918267,148300,15911.290322580646,22.5,20.81999969482422,-2.512051510133168,0.2958091104443144,-8.126835938581413,37902,,,Knoxville,865 632 2101,TN,United States,,0.08407,0.067,none,,NYQ
TVE,21.520000457763672,21.82999992370605,21.15999984741211,21.532742008086174,-0.03120812417832038,103400,14820.967741935483,22.32999992370605,20.920000076293945,-2.6857983291853222,0.3681580174143938,-8.054487031611334,,,,,,,,,,,buy,,NYQ
TWIN,9.65999984741211,9.0,9.529999732971191,10.428870954821187,0.1657224423582981,4400,18033.870967741936,12.170000076293944,9.0,2.704247157052779,10.199817696996313,1.777172647970584,53202,Industrials,910.0,Milwaukee,262 638 4000,WI,United States,Specialty Industrial Machinery,0.03086,0.147,hold,1.192,NMS
TWST,15.100000381469728,23.809999465942383,15.079999923706056,22.090967701327415,-0.6814724115712514,1427600,1247483.8709677418,31.51000022888184,14.520000457763672,-37.378010579805945,-20.73596836372937,-29.1586134127551,94080,Healthcare,919.0,South San Francisco,800 719 0671,CA,United States,Diagnostics & Research,-0.7463,0.278,buy,4.94,NMS
UA,8.470000267028809,8.890000343322754,8.529999732971191,9.19435481102236,-0.0602155567509353,2530094,3021642.8225806453,11.414999961853027,7.019999980926514,-19.92312735652729,-25.636049333121708,-34.05869438214744,21230,Consumer Cyclical,6800.0,Baltimore,410 468 2512,MD,United States,Apparel Manufacturing,-0.00328,-0.107,buy,1.227,NYQ
UAA,9.359999656677246,10.09000015258789,9.489999771118164,10.390967738243841,-0.09654524600813913,5836200,7796180.645161291,13.050000190734863,7.940000057220459,-20.44476401391116,-28.42068723016564,-36.84333227919137,21230,Consumer Cyclical,6800.0,Baltimore,410 468 2512,MD,United States,Apparel Manufacturing,-0.00328,-0.107,hold,1.227,NYQ
UEC,2.9600000381469727,3.75,2.880000114440918,3.619032282983103,-0.36638029609828165,4631100,8135516.129032258,4.300000190734863,2.359999895095825,-17.02210256331267,-11.510245691463904,-19.932890740489636,78401,Energy,94.0,Corpus Christi,361-888-8235,TX,United States,Uranium,,-1.0,buy,0.38,ASE
UFI,8.0,8.710000038146973,8.170000076293945,8.914516102883123,-0.06880676260568842,129200,127393.54838709677,10.539999961853027,7.070000171661377,-0.0098975604669787,-14.947880304822313,-23.37052535384804,27410,Consumer Cyclical,2700.0,Greensboro,(336) 294-4410,NC,United States,Textile Manufacturing,-0.07069,0.061,hold,0.75,NYQ
UGI,31.183316331385495,34.31711196899414,31.67539405822754,34.26128655095254,-0.15504666460538216,1689600,1222203.2258064516,38.95285025397836,29.251447717299943,-10.666486747431128,-25.6913164674265,-34.11396151645223,19406,Utilities,5160.0,King of Prussia,610 337 1000,PA,United States,Utilities—Regulated Gas,0.09129,-0.168,buy,0.852,NYQ
UHAL,59.02999877929688,59.56999969482422,59.650001525878906,62.922096252441406,0.007369065869126882,183800,274829.03225806454,70.56999969482422,53.38999938964844,-7.913871071472968,-14.0382597774201,-22.460904826445827,89511,Industrials,17836.0,Reno,775 688 6300,NV,United States,Rental & Leasing Services,0.08518,0.005,hold,7.322,NYQ
UHGI,1.0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0,0.0,-8.422645049025729,314000,Financial Services,25.0,Jiaxing,86 537 8223 9727,,China,Shell Companies,,,none,,PNK
UI,260.2913019567688,263.2566833496094,265.1116943359375,269.6674204180318,-0.01434557352442712,47000,57909.67741935484,295.7682201951909,249.0697782732664,-5.9828557493664,-36.98915914034632,-45.41180418937205,10017,Technology,1515.0,New York,646 780 7958,NY,United States,Communication Equipment,0.18146999,0.033,hold,2.089,NYQ
UNF,172.88324961581313,187.5240478515625,174.2676544189453,192.59849228397493,-0.12908694995567277,142400,81109.67741935483,202.9750086195048,166.00075086699212,-3.0312289076608234,-11.550213181484857,-19.97285823051058,01887,Industrials,16000.0,Wilmington,978 658 8888,MA,United States,Specialty Business Services,0.05993,0.119,hold,9.409,NYQ
UNFI,25.6200008392334,38.33000183105469,26.350000381469727,36.44741935114707,-0.5728453798996325,732700,670745.1612903225,43.95000076293945,22.06999969482422,-27.909354896862936,-40.34735741123387,-48.770002460259605,02908,Consumer Defensive,28333.0,Providence,401 528 8634,RI,United States,Food Distribution,-0.0036199999,0.099,hold,0.756,NYQ
UNOV,28.864999771118164,27.674999237060547,28.961000442504883,28.448790304122433,0.06424857351557345,600,14082.258064516129,29.149999618530277,27.56999969482422,0.5819720910050981,6.323367555397247,-2.099277493628482,,,,,(215) 979-3750,,,,,,,,BTS
UNQL,0.0116999996826052,0.017400000244379,0.0099999997764825,0.014433548395191429,-0.3875340607884026,974349,1030131.0483870967,0.0219000000506639,0.0091000003740191,-24.397448898574236,-28.809916140684948,-37.23256118971068,11434,Industrials,109.0,Jamaica,718 978 2000,NY,United States,Integrated Freight & Logistics,-0.02674,0.382,none,0.005,PNK
UNXP,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0.0,0,2.2580645161290325,1.0499999523162842,1.0499999523162842,0.0,50.47620139695128,42.05355634792555,89118,Industrials,,Las Vegas,949 350 0123,NV,United States,Trucking,,,none,,PNK
UPXI,81.80000305175781,54.79999923706055,81.0,77.4167743805916,0.8261708101982371,1385,1983.3870967741937,98.8000030517578,50.59999847412109,39.25966784312135,-33.73590833040742,-42.15855337943314,33760,Communication Services,95.0,Clearwater,702 332 5591,FL,United States,Internet Content & Information,-0.27715,-0.34,hold,0.477,NCM
UPYY,1.0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0,0.0,-8.422645049025729,75234,Technology,16.0,Dallas,972 888 6052,TX,United States,Software—Application,-0.77584,-0.538,none,0.008,OQB
USAU,5.739999771118164,4.880000114440918,5.579999923706055,4.568387123846239,0.3699786725852517,179600,45716.12903225807,6.53000020980835,3.839999914169312,-11.534960131454056,-6.549633253831738,-14.972278302857466,89801,Basic Materials,4.0,Elko,800 557 4550,NV,United States,Gold,,,buy,0.315,NCM
UTI,7.309999942779541,6.519999980926514,7.380000114440918,7.130806476839127,0.16080130434316559,197000,127783.87096774194,7.769999980926514,6.139999866485596,-1.1776073560362932,-6.916660095759508,-15.339305144785236,85032,Consumer Defensive,3000.0,Phoenix,623 445 9500,AZ,United States,Education & Training Services,0.04226,0.158,buy,2.162,NYQ
UUU,2.299999952316284,1.950000047683716,2.319999933242798,2.2564515971368357,0.3057568528446833,19800,311374.1935483871,3.640000104904175,1.7300000190734863,12.631185219353744,2.165381801242593,-6.257263247783135,21117-6218,Industrials,11.0,Owings Mills,410 363 3000,MD,United States,Security & Protection Services,-0.056350004,-0.314,none,0.139,ASE
UVV,52.5,53.18000030517578,52.88999938964844,52.490322666783484,-0.017981549311329278,187300,127256.45161290323,55.75,49.52999877929688,-3.475574993232243,-2.7508675939439224,-11.173512642969651,23235,Consumer Defensive,10800.0,Richmond,804 359 9311,VA,United States,Tobacco,0.043070003,0.153,none,4.119,NYQ
V,221.00616530168224,204.58346557617188,222.84458923339844,219.8182131859564,0.12534414678688507,9509000,6287800.0,231.1293373015776,203.3701149357148,-0.3360040031656269,2.1476400960224096,-6.275004953003319,94128-8999,Financial Services,,San Francisco,650 432 3200,CA,United States,Credit Services,0.54955,0.117,buy,8.124,NYQ
VALU,47.75,49.5099983215332,48.33000183105469,50.5219356167701,0.04247094889373964,1200,2937.0967741935483,61.5,45.08000183105469,-7.650157839965739,-8.654270066420922,-17.076915115446653,10176-0001,Financial Services,122.0,New York,212 907 1500,NY,United States,Financial Data & Stock Exchanges,0.54723,-0.088,none,7.568,NCM
VERU,1.2000000476837158,5.139999866485596,1.159999966621399,4.049032268985625,-2.1021495376914245,1963400,2505177.419354839,6.570000171661377,1.149999976158142,-66.93963966435905,-71.60837867255945,-80.03102372158519,33127,Healthcare,189.0,Miami,305 509 6897,FL,United States,Biotechnology,-2.6542099,0.183,buy,0.199,NCM
VFC,21.22315219800186,25.965930938720703,21.716053009033203,24.67013749768657,-0.3080207413249482,6747900,8702585.483870968,30.075178622109934,18.986143142300204,-24.541901729697678,-27.075026272228115,-35.49767132125385,80202,Consumer Cyclical,18000.0,Denver,720 778 4000,CO,United States,Apparel Manufacturing,-0.06613,-0.056,hold,1.265,NYQ
VGES,1.100000023841858,1.2000000476837158,1.100000023841858,1.1661290718663124,-0.0833333366446992,0,32.12903225806452,1.2000000476837158,1.0,-6.884059338753877,-15.898817649620684,-24.32146269864641,106427,Consumer Cyclical,3.0,Taipei,886 9 0515 3139,,Taiwan,Personal Services,,,none,,PNK
VHLD,0.2879999876022339,0.036200001835823,0.2879999876022339,0.10146386885354591,5.549127755492683,0,358.61290322580646,0.29789999127388,0.036200001835823,215.54515441711985,-62.38662189773206,-70.80926694675779,80228,Financial Services,,Lakewood,303-422-8127,CO,United States,Shell Companies,,,none,,PNK
VIAV,10.600000381469728,10.65999984741211,10.829999923706056,10.89532256895496,-0.0034390921688287612,2713800,1872379.0322580645,12.1899995803833,10.0600004196167,-5.651507999360498,-5.878093040703865,-14.300738089729592,85286,Technology,3600.0,Chandler,408 404 3600,AZ,United States,Communication Equipment,-0.037750002,0.166,buy,3.153,NMS
VIDE,1.100000023841858,1.2899999618530271,1.100000023841858,1.3351612744792816,-0.07196185923089127,0,420.96774193548384,1.7000000476837158,0.7200000286102295,3.03981218028164,-25.85396510978209,-34.27661015880783,32926,Technology,35.0,Cocoa,321 784 4427,FL,United States,Computer Hardware,-0.049050003,-0.173,none,0.044,PNK
VIPZ,1.590000033378601,3.0,1.590000033378601,2.414032268908716,-0.6535981715846513,0,6.451612903225806,3.5,1.590000033378601,-46.88405696896539,32.042171160776626,23.619526111750897,34236,Consumer Cyclical,13.0,Sarasota,(866) 783-9435,FL,United States,Gambling,,,none,0.008,PNK
VISM,0.2179999947547912,0.0989999994635582,0.1944999992847442,0.26234354775759483,3.2778044964528283,8569,21060.629032258064,0.6442000269889832,0.0520999990403652,-8.498737960341067,-96.21336397076252,-104.63600901978826,22124,Technology,5.0,Fairfax,703 273 0383,VA,United States,Software—Infrastructure,,,none,,PNK
VLGEA,22.84000015258789,23.520000457763672,22.8799991607666,22.910806440537975,-0.04846994421200605,23100,23937.09677419355,24.07999992370605,22.07999992370605,-0.6816620502834526,-3.63536572276334,-12.058010771789068,07081,Consumer Defensive,2190.0,Springfield,973 467 2200,NJ,United States,Grocery Stores,0.02256,0.044,none,7.943,NMS
VOXX,12.029999732971191,8.470000267028809,12.329999923706056,10.87709677603937,0.60389839858939,33900,60958.06451612903,12.350000381469728,8.100000381469727,21.5594916484506,6.109858136868575,-2.3127869121571534,32824,Technology,911.0,Orlando,800 645 7750,FL,United States,Consumer Electronics,-0.060599998,-0.186,buy,0.163,NMS
VPLM,0.0439000017940998,0.0140000004321336,0.0425000004470348,0.0473830647646419,2.9812876497953598,851003,4592997.935483871,0.1143999993801117,0.0127999996766448,85.52819942023531,44.06014624863752,35.63750119961179,76710-4020,Communication Services,2.0,Waco,954 495 4600,TX,United States,Telecom Services,,,none,0.001,OQB
VRAR,3.660000085830689,2.9100000858306885,3.759999990463257,4.040161286630938,0.6656036410444287,18800,125035.48387096774,6.900000095367432,2.743000030517578,9.09541553176,-0.8180206264572409,-9.240665675482967,10018,Technology,112.0,New York,917 292 2685,NY,United States,Software—Infrastructure,-0.72628,-0.406,buy,0.102,NCM
VRDR,0.1199000030755996,0.2000000029802322,0.1299999952316284,0.10616774208122681,0.2725949609099206,80934,15331.306451612903,0.2000000029802322,0.0549999997019767,-6.404960963687678,35.251340771496444,26.82869572247072,63105,Basic Materials,19.0,Saint Louis,314 530 9071,MO,United States,Agricultural Inputs,,14.152,none,,OQB
VREX,17.8799991607666,20.21999931335449,18.190000534057617,19.03177405941871,-0.1834368630226028,228500,319585.48387096776,21.63999938964844,17.219999313354492,-13.507924293669223,19.09697573334294,10.674330684317212,84104,Healthcare,2300.0,Salt Lake City,801 972 5000,UT,United States,Medical Devices,0.04107,-0.099,buy,4.645,NMS
VRTC,0.0199999995529651,0.0199999995529651,0.0199999995529651,0.019999999552965112,0.0,0,2037.0967741935483,0.0199999995529651,0.0199999995529651,0.0,50.00000000000024,41.57735495097451,55427,Technology,7.0,Golden Valley,763 253 2670,MN,United States,Software—Application,-2.29501,1.623,none,0.003,PNK
VRVR,0.6891999840736389,1.3799999952316284,0.6891999840736389,1.106829023168933,0.5263539460647303,0,2085.3225806451615,1.590000033378601,0.3350000083446502,-47.88291770989641,-65.71002587356402,-74.13267092258975,80202,Communication Services,,Denver,303 228 7120,CO,United States,Electronic Gaming & Multimedia,,-0.723,none,0.001,PNK
VSAT,32.83000183105469,32.279998779296875,33.84000015258789,34.114516165948686,0.09935225266561858,617500,776988.7096774194,38.2599983215332,29.36000061035156,-5.058388624443102,24.351248374482257,15.928603325456528,92009,Technology,7500.0,Carlsbad,760 476 2200,CA,United States,Communication Equipment,-0.08728,-0.084,hold,27.496,NMS
VSTO,27.100000381469727,24.899999618530277,27.709999084472656,27.380161316164077,0.1529261423061377,399100,533737.0967741936,30.25,24.3700008392334,-0.0908088159932825,0.7066190432104132,-7.716026005815316,55303,Consumer Cyclical,6400.0,Anoka,763 433 1000,MN,United States,Leisure,-0.00339,-0.016,hold,0.632,NYQ
VTGN,4.199999809265137,3.900000095367432,3.5999999046325684,5.264516145952286,0.6518340337075945,282170,214971.5483870968,10.199999809265137,3.0,-16.024846575380717,-55.52908317430196,-63.95172822332769,94080,Healthcare,39.0,South San Francisco,650 577 3600,CA,United States,Biotechnology,,-0.341,strong_buy,3.505,NCM
VVV,34.810001373291016,32.84000015258789,34.939998626708984,34.77661292783676,0.10397111406800072,1877000,1543383.8709677418,37.33000183105469,32.54499816894531,-1.0338147540893647,6.595289143666186,-1.8273559053595427,40509,Consumer Cyclical,9600.0,Lexington,859 357 7777,KY,United States,Auto & Truck Dealerships,0.10682999,0.281,buy,,NYQ
VWFB,15.0,14.0,15.0,14.903032179801695,0.13291977467363977,0,954.8387096774194,15.720000267028809,14.0,4.979036868287448,-13.440508195075363,-21.86315324410109,45891,Financial Services,43.0,Van Wert,419 238 9662,OH,United States,Banks—Regional,-0.41166002,0.253,none,16.518,OQX
WAFD,28.3848225693021,31.36491584777832,28.54593849182129,31.91693967388522,-0.1539957973239331,614300,817493.5483870967,35.09144252118608,26.726277472193622,-6.159278311038516,-16.23172681849804,-24.654371867523768,98101,Financial Services,2208.0,Seattle,206 624 7930,WA,United States,Banks—Regional,0.28414,0.245,hold,29.317,NMS
WAFDP,16.097999572753906,17.739999771118164,16.200000762939453,18.545758047411518,-0.07460489512595944,38100,52400.0,20.68000030517578,13.199999809265137,-14.430831077111003,-19.270183810868943,-27.69282885989467,98101,Financial Services,2208.0,Seattle,206 624 7930,WA,United States,Banks—Regional,0.28414,0.245,none,29.317,NMS
WBA,31.34869162944161,33.04509735107422,31.13261985778809,31.740784275916315,-0.08186800301183463,6708200,7053311.29032258,33.72927425238983,28.683780686923857,-5.953057806774735,-10.347945038931492,-18.77059008795722,60015,Healthcare,193000.0,Deerfield,847 315 3700,IL,United States,Pharmaceutical Retailers,-0.05849,0.06,hold,3.597,NMS
WBQNL,2.799999952316284,2.5,2.799999952316284,2.7511290042631087,0.7717754898959232,0,293.51612903225805,3.5999999046325684,1.6399999856948853,2.6810892430682123,-45.99904107071213,-54.421686119737856,91203,Industrials,,Glendale,(310) 765-1550,CA,United States,Specialty Business Services,,,none,,PNK
WCHD,0.0794999971985817,0.0399999991059303,0.0794999971985817,0.08269193469576779,15.862969038988224,0,6201.629032258064,0.1000000014901161,0.0083999997004866,-2.960027356385793,-45.061693357995416,-53.48433840702114,105-0003,Financial Services,,Tokyo,81 90 6002 4978,,Japan,Shell Companies,,,none,,OEM
WDC,37.02999877929688,31.40999984741211,37.66999816894531,38.81064519574565,0.3182179425335569,2565100,4497825.806451613,45.2400016784668,30.959999084472656,-6.81345952651551,0.7304204707796551,-7.692224578246074,95119,Technology,51000.0,San Jose,408-801-1000,CA,United States,Computer Hardware,0.02648,,buy,,NMS
